sample,n_class_A_carbapenemase_plasmidial,prop_carbapenemase_BD_plasmidial,n_esbl_plasmidial,n_genes_efflux_plasmidial,pct_contigs_plasmidial,n_plasmids_com_conjugacao,gc_diff_plasmid_cromossomo,Species,WHO_Priority
GCA_028402505.1,0,0,0,1,6.122448979591836,1,-0.1099999999999994,Acinetobacter baumannii,Critical
GCA_028435925.1,0,0,0,2,22.641509433962263,2,-0.3399999999999963,Acinetobacter baumannii,Critical
GCA_028435895.1,0,1,0,2,18.125,2,-1.0700000000000005,Acinetobacter baumannii,Critical
GCA_028435965.1,0,0,0,2,20.869565217391305,2,-0.3200000000000003,Acinetobacter baumannii,Critical
GCA_028435975.1,0,0,0,3,16.666666666666664,2,-0.4699999999999988,Acinetobacter baumannii,Critical
GCA_028435995.1,0,0,0,2,19.81981981981982,3,-1.2299999999999969,Acinetobacter baumannii,Critical
GCA_028436005.1,0,1,0,9,16.129032258064516,2,0.1700000000000017,Acinetobacter baumannii,Critical
GCA_028439855.1,0,1,0,2,11.538461538461538,1,-0.6000000000000014,Acinetobacter baumannii,Critical
GCA_028439875.1,0,1,0,8,18.47826086956521,3,-0.5899999999999963,Acinetobacter baumannii,Critical
GCA_028439845.1,0,1,1,7,13.245033112582782,3,0.0399999999999991,Acinetobacter baumannii,Critical
GCA_028439915.1,0,1,0,2,13.829787234042554,1,-0.4600000000000008,Acinetobacter baumannii,Critical
GCA_028439905.1,0,1,0,3,23.18840579710145,2,-1.259999999999998,Acinetobacter baumannii,Critical
GCA_028439955.1,0,1,0,2,15.306122448979592,1,-0.7899999999999991,Acinetobacter baumannii,Critical
GCA_028440005.1,0,1,0,3,26.190476190476197,3,-1.2999999999999972,Acinetobacter baumannii,Critical
GCA_028439975.1,0,1,0,2,22.972972972972972,3,-1.009999999999998,Acinetobacter baumannii,Critical
GCA_028440015.1,0,1,1,2,14.173228346456693,2,-0.5,Acinetobacter baumannii,Critical
GCA_028440045.1,0,0,1,7,15.217391304347828,3,-0.0399999999999991,Acinetobacter baumannii,Critical
GCA_028439945.1,0,1,0,3,15.613382899628252,4,-0.2600000000000051,Acinetobacter baumannii,Critical
GCA_028440145.1,0,1,0,2,19.29824561403509,2,1.8300000000000052,Acinetobacter baumannii,Critical
GCA_028440075.1,0,1,1,7,18.620689655172416,2,-0.5,Acinetobacter baumannii,Critical
GCA_028440105.1,0,1,1,2,15.151515151515152,2,-0.2800000000000011,Acinetobacter baumannii,Critical
GCA_028440125.1,0,1,1,3,22.727272727272727,2,-0.1499999999999985,Acinetobacter baumannii,Critical
GCA_028440165.1,0,0,0,2,21.875,4,-0.8100000000000023,Acinetobacter baumannii,Critical
GCA_028440065.1,0,0,0,2,16.853932584269664,4,-0.9600000000000009,Acinetobacter baumannii,Critical
GCA_028440185.1,0,1,1,2,11.428571428571429,2,0.3000000000000042,Acinetobacter baumannii,Critical
GCA_028440195.1,0,0,0,2,18.9873417721519,2,-1.1000000000000014,Acinetobacter baumannii,Critical
GCA_028440225.1,0,1,1,2,7.954545454545454,2,0.5500000000000043,Acinetobacter baumannii,Critical
GCA_028440245.1,0,0,0,1,8.0,1,-0.5,Acinetobacter baumannii,Critical
GCA_028440255.1,0,1,1,7,15.126050420168069,2,-0.2199999999999988,Acinetobacter baumannii,Critical
GCA_028440285.1,0,0,1,2,10.891089108910892,3,0.6099999999999994,Acinetobacter baumannii,Critical
GCA_028440295.1,0,0,1,6,14.018691588785046,3,0.1300000000000025,Acinetobacter baumannii,Critical
GCA_028440325.1,0,1,0,5,8.333333333333332,1,-0.3800000000000025,Acinetobacter baumannii,Critical
GCA_028440335.1,0,1,1,1,7.766990291262135,1,0.1300000000000025,Acinetobacter baumannii,Critical
GCA_028440365.1,0,0,0,1,11.39240506329114,1,-0.0399999999999991,Acinetobacter baumannii,Critical
GCA_028440385.1,0,0,0,6,9.401709401709402,2,-0.2800000000000011,Acinetobacter baumannii,Critical
GCA_028440395.1,0,0,0,1,7.954545454545454,0,-0.1599999999999966,Acinetobacter baumannii,Critical
GCA_028440415.1,0,1,0,2,13.333333333333334,1,-0.5200000000000031,Acinetobacter baumannii,Critical
GCA_028440435.1,0,1,0,6,13.924050632911392,1,0.1399999999999934,Acinetobacter baumannii,Critical
GCA_028440485.1,0,1,0,7,13.432835820895525,1,-0.3999999999999986,Acinetobacter baumannii,Critical
GCA_028440505.1,0,1,0,3,14.229249011857709,3,-0.4199999999999946,Acinetobacter baumannii,Critical
GCA_028440525.1,0,0,1,3,9.523809523809524,5,-0.2000000000000028,Acinetobacter baumannii,Critical
GCA_028440555.1,0,1,0,2,25.75757575757576,3,-0.769999999999996,Acinetobacter baumannii,Critical
GCA_028440585.1,0,0,0,2,10.091743119266056,2,-0.3900000000000005,Acinetobacter baumannii,Critical
GCA_028440515.1,0,0,0,2,13.750000000000002,3,-1.4099999999999966,Acinetobacter baumannii,Critical
GCA_028440635.1,0,1,0,2,20.54794520547945,3,-0.6700000000000017,Acinetobacter baumannii,Critical
GCA_028440615.1,0,0,0,3,10.828025477707008,3,-0.6099999999999994,Acinetobacter baumannii,Critical
GCA_028440705.1,0,1,0,1,15.636363636363637,4,-0.1099999999999994,Acinetobacter baumannii,Critical
GCA_029477905.1,0,0,0,4,9.734513274336283,2,-0.740000000000002,Acinetobacter baumannii,Critical
GCA_029761775.1,0,0,0,2,7.132018209408194,0,-0.6899999999999977,Acinetobacter baumannii,Critical
GCA_029761785.1,0,0,0,7,15.816326530612246,2,-0.509999999999998,Acinetobacter baumannii,Critical
GCA_030550975.1,0,0,0,8,10.236220472440944,1,-0.1499999999999985,Acinetobacter baumannii,Critical
GCA_030550965.1,0,0,0,2,9.5,0,-0.5399999999999991,Acinetobacter baumannii,Critical
GCA_030551035.1,0,0,0,3,10.852713178294572,1,-0.279999999999994,Acinetobacter baumannii,Critical
GCA_030551065.1,0,0,0,4,13.903743315508022,1,-0.2199999999999988,Acinetobacter baumannii,Critical
GCA_030551165.1,0,0,0,4,10.714285714285714,1,0.259999999999998,Acinetobacter baumannii,Critical
GCA_030550885.1,0,1,0,8,7.874015748031496,1,0.2800000000000011,Acinetobacter baumannii,Critical
GCA_030551015.1,0,1,0,5,11.428571428571429,1,0.509999999999998,Acinetobacter baumannii,Critical
GCA_030551215.1,0,0,0,3,9.166666666666666,1,0.2299999999999968,Acinetobacter baumannii,Critical
GCA_030551075.1,0,1,0,4,9.48905109489051,1,0.0300000000000011,Acinetobacter baumannii,Critical
GCA_030551235.1,0,0,0,4,8.904109589041095,1,0.1299999999999954,Acinetobacter baumannii,Critical
GCA_030550895.1,0,0,0,3,10.084033613445378,1,-0.0300000000000011,Acinetobacter baumannii,Critical
GCA_030551055.1,0,0,0,5,10.9375,1,0.3999999999999986,Acinetobacter baumannii,Critical
GCA_030551135.1,0,1,0,3,10.37735849056604,1,0.1400000000000005,Acinetobacter baumannii,Critical
GCA_030551115.1,0,0,0,2,9.67741935483871,1,0.0399999999999991,Acinetobacter baumannii,Critical
GCA_030550955.1,0,0,0,3,11.486486486486488,3,-0.3699999999999974,Acinetobacter baumannii,Critical
GCA_030551145.1,0,0,0,3,10.416666666666668,1,0.0,Acinetobacter baumannii,Critical
GCF_001649595.1,0,1,0,2,8.662900188323917,4,0.5799999999999983,Acinetobacter baumannii,Critical
GCF_001649615.1,0,0,0,2,8.02139037433155,3,-0.0999999999999943,Acinetobacter baumannii,Critical
GCA_030755775.1,0,1,2,8,18.58974358974359,1,0.259999999999998,Acinetobacter baumannii,Critical
GCF_001649625.1,0,0,0,2,9.022556390977442,2,-0.2100000000000008,Acinetobacter baumannii,Critical
GCF_001649675.1,0,0,1,1,6.258692628650904,0,0.8299999999999983,Acinetobacter baumannii,Critical
GCF_001649705.1,0,0,1,0,5.172413793103448,5,0.5,Acinetobacter baumannii,Critical
GCF_001649765.1,0,0,1,4,7.894736842105263,1,0.5799999999999983,Acinetobacter baumannii,Critical
GCF_001649795.1,0,0,1,3,7.096774193548387,1,0.490000000000002,Acinetobacter baumannii,Critical
GCF_001649815.1,0,0,0,1,7.336956521739131,6,0.7899999999999991,Acinetobacter baumannii,Critical
GCF_001649835.1,0,0,0,1,5.693430656934306,1,0.3999999999999986,Acinetobacter baumannii,Critical
GCF_001649875.1,0,0,1,4,7.952622673434856,2,0.6899999999999977,Acinetobacter baumannii,Critical
GCF_001649895.1,0,0,1,6,6.942590120160213,2,0.6999999999999957,Acinetobacter baumannii,Critical
GCF_001649955.1,0,0,1,5,8.203125,1,0.4200000000000017,Acinetobacter baumannii,Critical
GCF_001649975.1,0,0,0,4,6.349206349206349,2,0.3599999999999994,Acinetobacter baumannii,Critical
GCA_034931785.1,0,0,0,4,18.69158878504673,2,-0.5100000000000051,Acinetobacter baumannii,Critical
GCA_015537255.1,0,0,0,1,1.566265060240964,2,-2.0799999999999983,Acinetobacter baumannii,Critical
GCA_036533995.1,0,0,0,1,4.901960784313726,0,0.5399999999999991,Acinetobacter baumannii,Critical
GCA_039677705.1,0,1,1,5,24.390243902439025,3,0.259999999999998,Acinetobacter baumannii,Critical
GCA_039677725.1,0,1,1,5,25.0,5,0.0500000000000042,Acinetobacter baumannii,Critical
GCA_039677745.1,0,0,0,7,26.356589147286822,4,-0.3599999999999994,Acinetobacter baumannii,Critical
GCA_039677765.1,0,1,1,5,25.64102564102564,3,0.259999999999998,Acinetobacter baumannii,Critical
GCA_040151215.1,0,1,0,4,28.78787878787879,5,-0.1200000000000045,Acinetobacter baumannii,Critical
GCA_040223795.1,0,0,0,1,7.246376811594203,2,-0.519999999999996,Acinetobacter baumannii,Critical
GCF_001758165.1,0,1,0,1,9.35960591133005,6,0.0,Acinetobacter baumannii,Critical
GCA_041501475.1,0,1,0,0,71.42857142857143,1,1.1400000000000006,Acinetobacter baumannii,Critical
GCA_042862905.1,0,0,0,1,3.076923076923077,0,-0.1599999999999966,Acinetobacter baumannii,Critical
GCA_044133445.1,0,0,0,5,14.285714285714285,0,-0.3900000000000005,Acinetobacter baumannii,Critical
GCF_002018935.1,0,0,1,2,12.1301775147929,2,0.0500000000000042,Acinetobacter baumannii,Critical
GCF_002018965.1,0,0,1,2,8.205128205128204,1,0.3400000000000034,Acinetobacter baumannii,Critical
GCF_002018995.1,0,0,1,1,8.7890625,2,0.6000000000000014,Acinetobacter baumannii,Critical
GCF_002019005.1,0,0,1,2,6.349206349206349,6,0.75,Acinetobacter baumannii,Critical
GCF_002019025.1,0,0,1,6,13.736263736263735,4,0.0499999999999971,Acinetobacter baumannii,Critical
GCF_002019035.1,0,0,0,1,8.159722222222223,1,0.0799999999999983,Acinetobacter baumannii,Critical
GCA_002245595.1,0,0,0,2,13.461538461538462,0,0.0799999999999983,Acinetobacter baumannii,Critical
GCA_002250465.1,0,0,0,7,6.70391061452514,2,-0.1499999999999985,Acinetobacter baumannii,Critical
GCA_002922935.1,0,1,0,2,19.76744186046512,2,-0.6400000000000006,Acinetobacter baumannii,Critical
GCA_003325575.1,0,0,0,4,11.949685534591197,2,-0.0800000000000054,Acinetobacter baumannii,Critical
GCA_003325635.1,0,0,0,2,10.0,1,0.3399999999999963,Acinetobacter baumannii,Critical
GCA_003325665.1,0,0,0,2,6.25,1,-0.3099999999999951,Acinetobacter baumannii,Critical
GCA_003697885.1,0,0,0,0,4.477611940298507,1,-1.1900000000000048,Acinetobacter baumannii,Critical
GCA_003812485.1,0,0,0,0,75.0,0,-2.0900000000000034,Acinetobacter baumannii,Critical
GCA_004282835.1,0,1,1,7,14.285714285714285,4,0.8900000000000006,Acinetobacter baumannii,Critical
GCA_004282845.1,0,1,1,7,13.461538461538462,3,0.3799999999999954,Acinetobacter baumannii,Critical
GCA_004347305.1,0,0,0,1,12.280701754385964,1,-0.3200000000000003,Acinetobacter baumannii,Critical
GCA_004347325.1,0,0,0,7,18.0327868852459,2,-0.6500000000000057,Acinetobacter baumannii,Critical
GCA_004359905.1,0,1,0,6,16.822429906542055,2,-0.1499999999999985,Acinetobacter baumannii,Critical
GCA_008180145.1,0,0,0,7,12.264150943396226,1,-0.480000000000004,Acinetobacter baumannii,Critical
GCA_009754985.1,0,1,0,6,10.0,3,-1.0,Acinetobacter baumannii,Critical
GCA_009754965.1,0,1,1,2,5.016008537886873,2,-0.2300000000000039,Acinetobacter baumannii,Critical
GCA_009828675.1,0,0,0,2,24.65753424657534,2,2.3800000000000026,Acinetobacter baumannii,Critical
GCA_009829525.1,0,0,0,2,15.384615384615383,3,-0.4099999999999966,Acinetobacter baumannii,Critical
GCA_009829545.1,0,1,0,1,18.867924528301888,0,-1.1000000000000014,Acinetobacter baumannii,Critical
GCA_009829535.1,0,1,0,7,21.428571428571427,2,-0.8200000000000003,Acinetobacter baumannii,Critical
GCA_009829555.1,0,0,1,3,30.985915492957744,3,-0.5700000000000003,Acinetobacter baumannii,Critical
GCA_009829595.1,0,0,0,7,31.03448275862069,4,-0.3299999999999983,Acinetobacter baumannii,Critical
GCA_009898245.1,0,0,0,2,24.719101123595504,4,-0.8499999999999943,Acinetobacter baumannii,Critical
GCA_003789135.1,1,0,0,6,14.096916299559473,6,-1.1099999999999994,Kluyvera ascorbata,Critical
GCA_031630275.1,0,1,2,7,32.30769230769231,6,-3.0800000000000054,Raoultella ornithinolytica,Critical
GCA_029083905.1,1,0,0,0,20.51282051282051,6,-1.3800000000000026,Citrobacter koseri,Critical
GCA_026526975.2,0,0,0,0,50.0,1,2.890000000000001,Citrobacter freundii,Critical
GCA_031630695.1,0,1,0,7,26.86567164179105,4,0.7000000000000028,Citrobacter freundii,Critical
GCA_031630735.1,0,1,2,1,20.43010752688172,1,0.8699999999999974,Citrobacter freundii,Critical
GCA_041901385.1,0,1,1,2,25.58139534883721,6,-1.5399999999999991,Citrobacter freundii,Critical
GCA_013085885.1,0,0,0,0,33.33333333333333,1,-0.0499999999999971,Citrobacter freundii,Critical
GCA_014926275.1,0,0,1,5,19.924812030075188,6,-2.1599999999999966,Citrobacter freundii,Critical
GCA_026223795.1,0,1,1,2,16.666666666666664,1,-0.7899999999999991,Klebsiella aerogenes,Critical
GCA_031150025.1,0,0,0,1,21.29380053908356,4,-1.4099999999999966,Klebsiella aerogenes,Critical
GCA_031150045.1,0,0,0,4,19.88950276243094,0,-0.6099999999999994,Klebsiella aerogenes,Critical
GCA_031150075.1,0,0,0,3,18.76606683804627,0,-0.7299999999999969,Klebsiella aerogenes,Critical
GCA_031150065.1,0,0,0,5,22.36286919831224,2,-0.4399999999999977,Klebsiella aerogenes,Critical
GCF_001472725.1,1,0,0,0,19.73684210526316,4,-1.4600000000000009,Klebsiella aerogenes,Critical
GCF_001472755.1,1,0,1,5,25.333333333333336,5,-1.1799999999999995,Klebsiella aerogenes,Critical
GCA_036281845.1,0,1,1,0,29.411764705882355,5,-1.0200000000000031,Klebsiella aerogenes,Critical
GCF_001649605.1,0,0,0,0,14.285714285714285,0,-0.509999999999998,Klebsiella aerogenes,Critical
GCF_001662695.1,0,0,2,2,25.925925925925924,5,-4.6399999999999935,Klebsiella aerogenes,Critical
GCF_001662705.1,0,0,1,1,26.31578947368421,7,-3.5799999999999983,Klebsiella aerogenes,Critical
GCF_001662715.1,0,0,0,0,13.559322033898304,5,-3.890000000000001,Klebsiella aerogenes,Critical
GCF_001662765.1,0,0,2,0,20.689655172413797,7,-3.719999999999999,Klebsiella aerogenes,Critical
GCA_043565255.1,0,0,0,1,23.07692307692308,4,-4.149999999999999,Klebsiella aerogenes,Critical
GCA_006517605.1,0,0,0,2,15.97222222222222,5,-0.8800000000000026,Klebsiella aerogenes,Critical
GCA_002154845.1,0,0,2,5,38.68613138686132,9,-2.280000000000001,Enterobacter hormaechei,Critical
GCA_002154865.1,0,0,2,6,40.69767441860465,5,-0.3999999999999986,Enterobacter hormaechei,Critical
GCA_002154935.1,0,0,2,5,43.47826086956522,9,-2.6300000000000026,Enterobacter hormaechei,Critical
GCA_024655305.1,1,0,0,4,22.06896551724138,2,-0.029999999999994,Enterobacter cloacae,Critical
GCA_022694025.1,0,0,1,6,9.826589595375722,2,-1.970000000000006,Escherichia coli,Critical
GCA_022694035.1,0,0,1,9,7.731958762886598,2,-1.8800000000000023,Escherichia coli,Critical
GCA_022694085.1,0,0,0,2,5.3097345132743365,5,-1.25,Escherichia coli,Critical
GCA_022694045.1,0,0,1,8,10.037174721189592,5,-0.9099999999999966,Escherichia coli,Critical
GCA_022694095.1,0,0,0,4,11.76470588235294,2,-0.9200000000000016,Escherichia coli,Critical
GCA_022694125.1,0,0,0,0,13.636363636363637,1,-0.5399999999999991,Escherichia coli,Critical
GCA_022694165.1,0,0,0,0,1.9230769230769231,2,0.2100000000000008,Escherichia coli,Critical
GCA_022694145.1,0,0,0,0,11.258278145695364,4,-0.8799999999999955,Escherichia coli,Critical
GCA_022694245.1,0,0,0,0,14.705882352941178,3,-0.4100000000000037,Escherichia coli,Critical
GCA_022694415.1,0,0,0,0,3.488372093023256,0,-9.54,Escherichia coli,Critical
GCA_022694385.1,0,0,0,9,14.000000000000002,2,-1.0700000000000005,Escherichia coli,Critical
GCA_022694405.1,0,0,0,9,16.666666666666664,3,-1.2899999999999991,Escherichia coli,Critical
GCA_022694225.1,0,0,1,1,11.267605633802818,4,-0.730000000000004,Escherichia coli,Critical
GCA_022694205.1,0,0,0,7,8.831168831168831,4,-1.720000000000006,Escherichia coli,Critical
GCA_022694175.1,0,0,0,0,8.130081300813007,3,-0.4099999999999966,Escherichia coli,Critical
GCA_022694335.1,0,0,1,0,10.81081081081081,4,-1.6199999999999974,Escherichia coli,Critical
GCA_022694365.1,0,0,0,2,3.7735849056603774,7,-1.740000000000002,Escherichia coli,Critical
GCA_022694265.1,0,0,1,3,14.857142857142858,9,-1.7600000000000051,Escherichia coli,Critical
GCA_022694305.1,0,0,0,0,9.090909090909092,5,-1.1799999999999995,Escherichia coli,Critical
GCA_022694325.1,0,0,0,0,6.7669172932330826,4,-1.4399999999999975,Escherichia coli,Critical
GCA_022758365.1,0,0,1,1,7.947019867549669,3,-0.1300000000000025,Escherichia coli,Critical
GCA_022758395.1,0,0,0,0,10.37037037037037,6,-3.18,Escherichia coli,Critical
GCA_022758385.1,0,0,1,1,12.470023980815348,5,0.5200000000000031,Escherichia coli,Critical
GCA_022758445.1,0,0,0,0,11.242603550295858,4,-0.3700000000000045,Escherichia coli,Critical
GCA_022758425.1,0,0,0,6,10.99476439790576,5,-0.8999999999999986,Escherichia coli,Critical
GCA_022758485.1,0,0,0,0,6.382978723404255,1,-0.9200000000000016,Escherichia coli,Critical
GCA_022758465.1,0,0,1,7,16.50943396226415,7,-0.3900000000000005,Escherichia coli,Critical
GCA_022758505.1,0,0,0,4,5.88235294117647,1,-1.4499999999999955,Escherichia coli,Critical
GCA_022758525.1,0,0,0,5,8.977556109725686,7,-0.8500000000000014,Escherichia coli,Critical
GCA_022758545.1,0,0,0,8,7.096774193548387,2,-1.730000000000004,Escherichia coli,Critical
GCA_022758565.1,0,0,0,0,1.5625,0,-10.880000000000004,Escherichia coli,Critical
GCA_022758585.1,0,0,0,0,3.076923076923077,1,-1.910000000000004,Escherichia coli,Critical
GCA_022758595.1,0,0,0,0,7.751937984496124,2,-3.839999999999996,Escherichia coli,Critical
GCA_022758625.1,0,0,0,0,3.296703296703297,2,5.5,Escherichia coli,Critical
GCA_022758645.1,0,0,0,4,5.3097345132743365,1,-0.0500000000000042,Escherichia coli,Critical
GCA_022758665.1,0,0,1,1,11.258278145695364,8,-2.229999999999997,Escherichia coli,Critical
GCA_022758685.1,0,0,0,0,13.924050632911392,5,-0.7199999999999989,Escherichia coli,Critical
GCA_022758725.1,0,0,0,0,4.950495049504951,2,1.2800000000000011,Escherichia coli,Critical
GCA_022758705.1,0,0,0,0,4.615384615384616,2,1.25,Escherichia coli,Critical
GCA_022758745.1,0,0,1,3,11.578947368421051,2,-1.7199999999999989,Escherichia coli,Critical
GCA_022758785.1,0,0,0,9,12.12121212121212,3,-0.9799999999999968,Escherichia coli,Critical
GCA_022758765.1,0,0,0,2,7.086614173228346,0,-1.1499999999999986,Escherichia coli,Critical
GCA_022758805.1,0,0,0,4,3.1055900621118013,1,-1.980000000000004,Escherichia coli,Critical
GCA_022758815.1,0,0,0,4,4.9079754601227,4,-1.1500000000000057,Escherichia coli,Critical
GCA_022758845.1,0,0,0,0,2.18978102189781,0,-18.78,Escherichia coli,Critical
GCA_022758865.1,0,0,0,4,9.090909090909092,0,-0.7199999999999989,Escherichia coli,Critical
GCA_022758895.1,0,0,0,0,12.295081967213116,3,-2.259999999999998,Escherichia coli,Critical
GCA_023060635.1,1,0,1,3,26.956521739130437,4,-2.769999999999996,Escherichia coli,Critical
GCA_023061055.1,0,0,1,9,26.72413793103448,7,-2.190000000000005,Escherichia coli,Critical
GCA_023572705.1,0,0,0,9,23.5934664246824,9,-0.3500000000000014,Escherichia coli,Critical
GCA_023572785.1,1,0,1,15,21.978021978021975,9,-0.1300000000000025,Escherichia coli,Critical
GCA_023614365.2,0,0,0,4,43.47826086956522,2,-1.8200000000000005,Escherichia coli,Critical
GCA_024199065.1,0,0,1,1,11.416490486257928,9,-1.1700000000000017,Escherichia coli,Critical
GCA_024385685.1,1,0,0,1,25.0,3,-1.269999999999996,Escherichia coli,Critical
GCA_024386135.1,1,0,0,2,22.105263157894736,3,-2.5900000000000034,Escherichia coli,Critical
GCA_024386165.1,1,0,0,6,15.0,3,-2.949999999999996,Escherichia coli,Critical
GCA_024388485.1,1,0,0,1,26.436781609195403,4,-0.7800000000000011,Escherichia coli,Critical
GCA_024389435.1,1,0,0,3,26.38888888888889,3,-1.0900000000000034,Escherichia coli,Critical
GCA_024584885.1,0,0,0,0,50.0,1,-1.4500000000000028,Escherichia coli,Critical
GCA_024584945.1,0,0,0,0,66.66666666666666,2,-4.550000000000004,Escherichia coli,Critical
GCA_025698005.1,0,0,2,7,11.666666666666666,4,-2.739999999999995,Escherichia coli,Critical
GCF_001693555.1,0,0,1,10,23.87387387387388,3,-2.280000000000001,Escherichia coli,Critical
GCA_002459605.1,0,0,1,9,25.40322580645161,18,-1.4399999999999975,Escherichia coli,Critical
GCA_002859105.1,0,0,2,4,66.66666666666666,2,2.910000000000004,Escherichia coli,Critical
GCF_001700405.1,0,0,0,0,10.81081081081081,0,2.270000000000003,Escherichia coli,Critical
GCA_028864005.1,0,0,1,7,11.67883211678832,6,-1.8699999999999972,Escherichia coli,Critical
GCA_028864025.1,0,0,1,7,13.302752293577983,4,-2.1599999999999966,Escherichia coli,Critical
GCA_028864085.1,0,0,1,0,13.333333333333334,14,-2.3799999999999955,Escherichia coli,Critical
GCA_029589455.1,0,0,0,5,4.523809523809524,1,-0.1000000000000014,Escherichia coli,Critical
GCA_030466455.1,0,0,2,11,27.55102040816326,6,-0.6199999999999974,Escherichia coli,Critical
