Species,Source,Date,Location,sample_x,BioSample,Estado,Região,sample_y,vfdb_adherence,vfdb_antimicrobial_activity_competitive_advantage,vfdb_biofilm,vfdb_effector_delivery_system,vfdb_exoenzyme,vfdb_exotoxin,vfdb_immune_modulation,vfdb_invasion,vfdb_motility,vfdb_nutritional_metabolic_factor,vfdb_others,vfdb_post-translational_modification,vfdb_regulation,vfdb_stress_survival,sample_id
Staphylococcus aureus,blood,2017.0,Sao Paulo,GCA_012956015.1,SAMN14595384,SP,Sul,GCA_012956015.1_ASM1295601v1_genomic,9.0,0.0,5.0,15.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_012956015.1
Staphylococcus aureus,nasal swab,2018.0,Sao Paulo,GCA_012956845.1,SAMN14595348,SP,Sul,GCA_012956845.1_ASM1295684v1_genomic,7.0,0.0,5.0,17.0,8.0,21.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_012956845.1
Staphylococcus aureus,nasal swab,2018.0,Sao Paulo,GCA_012956825.1,SAMN14595347,SP,Sul,GCA_012956825.1_ASM1295682v1_genomic,7.0,0.0,5.0,17.0,8.0,18.0,16.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,GCA_012956825.1
Staphylococcus aureus,blood,2017.0,Sao Paulo,GCA_012956875.1,SAMN14595385,SP,Sul,GCA_012956875.1_ASM1295687v1_genomic,9.0,0.0,5.0,15.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_012956875.1
Staphylococcus aureus,blood,2017.0,Sao Paulo,GCA_012956965.1,SAMN14595381,SP,Sul,GCA_012956965.1_ASM1295696v1_genomic,9.0,0.0,5.0,17.0,8.0,20.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_012956965.1
Staphylococcus aureus,blood,2017.0,Sao Paulo,GCA_012956945.1,SAMN14595382,SP,Sul,GCA_012956945.1_ASM1295694v1_genomic,9.0,0.0,5.0,14.0,8.0,18.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_012956945.1
Staphylococcus aureus,nasal swab,2018.0,Sao Paulo,GCA_012956925.1,SAMN14595351,SP,Sul,GCA_012956925.1_ASM1295692v1_genomic,9.0,0.0,5.0,17.0,8.0,17.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_012956925.1
Staphylococcus aureus,blood,2018.0,Sao Paulo,GCA_012956975.1,SAMN14595379,SP,Sul,GCA_012956975.1_ASM1295697v1_genomic,8.0,0.0,5.0,15.0,8.0,17.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_012956975.1
Staphylococcus aureus,blood,2018.0,Sao Paulo,GCA_012955995.1,SAMN14595378,SP,Sul,GCA_012955995.1_ASM1295599v1_genomic,7.0,0.0,5.0,8.0,9.0,12.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_012955995.1
Staphylococcus aureus,HA-MRSA blood clinical site,2005.0,Rio de Janeiro,GCA_013415955.1,SAMN13025398,RJ,Sudeste,GCA_013415955.1_ASM1341595v1_genomic,8.0,0.0,5.0,17.0,10.0,20.0,19.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_013415955.1
Staphylococcus aureus,nasal,2014.0,Rio de Janeiro,GCA_013423445.1,SAMN13170651,RJ,Sudeste,GCA_013423445.1_ASM1342344v1_genomic,8.0,0.0,5.0,17.0,10.0,20.0,19.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_013423445.1
Staphylococcus aureus,nasal,2014.0,Rio de Janeiro,GCA_013423465.1,SAMN13191045,RJ,Sudeste,GCA_013423465.1_ASM1342346v1_genomic,5.0,0.0,5.0,13.0,10.0,23.0,19.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_013423465.1
Staphylococcus aureus,nasal,2014.0,Rio de Janeiro,GCA_013423475.1,SAMN13171054,RJ,Sudeste,GCA_013423475.1_ASM1342347v1_genomic,8.0,0.0,5.0,17.0,10.0,20.0,19.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_013423475.1
Staphylococcus aureus,blood,2014.0,Rio de Janeiro,GCA_013423545.1,SAMN13191051,RJ,Sudeste,GCA_013423545.1_ASM1342354v1_genomic,6.0,0.0,5.0,18.0,10.0,23.0,18.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_013423545.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_013423605.1,SAMN13191062,RJ,Sudeste,GCA_013423605.1_ASM1342360v1_genomic,5.0,0.0,5.0,16.0,9.0,20.0,19.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_013423605.1
Staphylococcus aureus,nasal,2015.0,Rio de Janeiro,GCA_013423575.1,SAMN13191190,RJ,Sudeste,GCA_013423575.1_ASM1342357v1_genomic,8.0,0.0,5.0,17.0,10.0,20.0,19.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_013423575.1
Staphylococcus aureus,HA-MRSA blood clinical site,2005.0,Rio de Janeiro,GCA_013426235.1,SAMN13028838,RJ,Sudeste,GCA_013426235.1_ASM1342623v1_genomic,8.0,0.0,5.0,20.0,10.0,20.0,19.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_013426235.1
Staphylococcus aureus,,2015.0,Rio de Janeiro,GCA_017355805.1,SAMN16428190,RJ,Sudeste,GCA_017355805.1_ASM1735580v1_genomic,2.0,0.0,5.0,12.0,10.0,23.0,19.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_017355805.1
Staphylococcus aureus,,2014.0,Brazil,GCF_000855655.1,SAMN03287942,,,GCF_000855655.1_ASM85565v1_genomic,9.0,0.0,5.0,17.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCF_000855655.1
Staphylococcus aureus,biopsy of vertebra,2010.0,Florianopolis,GCF_000969225.1,SAMN03444404,SC,Sul,GCF_000969225.1_ASM96922v1_genomic,9.0,0.0,5.0,17.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCF_000969225.1
Staphylococcus aureus,blood,2017.0,Brazil,GCA_024790455.1,SAMN12661330,,,GCA_024790455.1_ASM2479045v1_genomic,8.0,0.0,5.0,17.0,8.0,17.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_024790455.1
Staphylococcus aureus,blood,2012.0,Sao Paulo,GCA_001278745.1,SAMN03092273,SP,Sul,GCA_001278745.1_ASM127874v1_genomic,9.0,0.0,5.0,15.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_001278745.1
Staphylococcus aureus,orthopedic device (ODRI) sonication fluid,,Sao Paulo,GCA_020682965.1,SAMN19668993,SP,Sul,GCA_020682965.1_ASM2068296v1_genomic,9.0,0.0,5.0,15.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_020682965.1
Staphylococcus aureus,orthopedic device (ODRI) sonication fluid,,Sao Paulo,GCA_020682945.1,SAMN19668991,SP,Sul,GCA_020682945.1_ASM2068294v1_genomic,8.0,0.0,5.0,15.0,7.0,18.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_020682945.1
Staphylococcus aureus,orthopedic device (ODRI) sonication fluid,,Sao Paulo,GCA_020682925.1,SAMN19668992,SP,Sul,GCA_020682925.1_ASM2068292v1_genomic,9.0,0.0,5.0,15.0,8.0,19.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_020682925.1
Staphylococcus aureus,Blood,2012.0,Sao Paulo,GCF_001306505.1,SAMN03092872,SP,Sul,GCF_001306505.1_ASM130650v1_genomic,6.0,0.0,5.0,15.0,8.0,17.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCF_001306505.1
Staphylococcus aureus,blood,2012.0,Sao Paulo,GCF_001306525.1,SAMN03093451,SP,Sul,GCF_001306525.1_ASM130652v1_genomic,8.0,0.0,5.0,15.0,8.0,17.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCF_001306525.1
Staphylococcus aureus,skin,2018.0,"Volta Redonda, Rio de Janeiro",GCA_030005575.1,SAMN33005588,,,GCA_030005575.1_ASM3000557v1_genomic,4.0,0.0,5.0,8.0,9.0,12.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_030005575.1
Staphylococcus aureus,blood culture,2014.0,Brazil,GCA_031317555.1,SAMN29492482,,,GCA_031317555.1_ASM3131755v1_genomic,6.0,0.0,5.0,5.0,8.0,10.0,16.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,GCA_031317555.1
Staphylococcus aureus,blood culture,2003.0,Brazil,GCA_031317575.1,SAMN29492076,,,GCA_031317575.1_ASM3131757v1_genomic,7.0,0.0,0.0,10.0,9.0,13.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,GCA_031317575.1
Staphylococcus aureus,blood culture,2014.0,Brazil,GCA_031317635.1,SAMN29492626,,,GCA_031317635.1_ASM3131763v1_genomic,3.0,0.0,3.0,14.0,8.0,12.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,GCA_031317635.1
Staphylococcus aureus,nares,2011.0,Niteroi,GCA_001411605.1,SAMN03988633,RJ,Sudeste,GCA_001411605.1_ASM141160v1_genomic,8.0,0.0,5.0,9.0,10.0,16.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_001411605.1
Staphylococcus aureus,nares,2011.0,Niteroi,GCA_001411615.1,SAMN03988826,RJ,Sudeste,GCA_001411615.1_ASM141161v1_genomic,8.0,0.0,5.0,17.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_001411615.1
Staphylococcus aureus,nares,2011.0,Niteroi,GCA_001411635.1,SAMN03968919,RJ,Sudeste,GCA_001411635.1_ASM141163v1_genomic,9.0,0.0,5.0,17.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_001411635.1
Staphylococcus aureus,nares,2011.0,Niteroi,GCF_001411685.1,SAMN03988862,RJ,Sudeste,GCF_001411685.1_ASM141168v1_genomic,9.0,0.0,5.0,9.0,10.0,14.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCF_001411685.1
Staphylococcus aureus,skin,2018.0,Rio de Janeiro,GCA_033022935.1,SAMN35990037,RJ,Sudeste,GCA_033022935.1_ASM3302293v1_genomic,7.0,0.0,5.0,8.0,9.0,13.0,19.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_033022935.1
Staphylococcus aureus,nasopharyngeal swab,2020.0,Sao Paulo,GCA_035727165.1,SAMN17038141,SP,Sul,GCA_035727165.1_ASM3572716v1_genomic,9.0,0.0,5.0,17.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_035727165.1
Staphylococcus aureus,tracheal aspirate,2021.0,Sao Jose do Rio Preto,GCA_039839875.1,SAMN41239092,SP,Sul,GCA_039839875.1_ASM3983987v1_genomic,3.0,0.0,5.0,16.0,8.0,20.0,19.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_039839875.1
Staphylococcus aureus,blood,2016.0,Florianopolis,GCA_041537985.1,SAMN38645476,SC,Sul,GCA_041537985.1_ASM4153798v1_genomic,3.0,0.0,5.0,13.0,7.0,18.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_041537985.1
Staphylococcus epidermidis,skin,2018.0,Rio de Janeiro,GCA_033022995.1,SAMN35990038,RJ,Sudeste,GCA_033022995.1_ASM3302299v1_genomic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_033022995.1
Staphylococcus haemolyticus,blood,2008.0,Brazil,GCA_021296555.1,SAMN13881227,,,GCA_021296555.1_ASM2129655v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_021296555.1
Staphylococcus haemolyticus,blood,2012.0,Sao Paulo,GCF_000972725.1,SAMN03436301,SP,Sul,GCF_000972725.1_ASM97272v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCF_000972725.1
Staphylococcus haemolyticus,blood,2017.0,Sao Paulo,GCA_002799545.1,SAMN08095614,SP,Sul,GCA_002799545.1_ASM279954v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_002799545.1
Achromobacter insuavis,sputum from cystic fibrosis patients,2008.0,Rio de Janeiro,GCA_003096315.1,SAMN08981682,RJ,Sudeste,GCA_003096315.1_ASM309631v1_genomic,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,GCA_003096315.1
Achromobacter dolens,sputum from cystic fibrosis patients,2005.0,Rio de Janeiro,GCA_003096295.1,SAMN08981680,RJ,Sudeste,GCA_003096295.1_ASM309629v1_genomic,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_003096295.1
Enterobacter hormaechei,rectal swab,2020.0,Brazil,GCA_023060195.1,SAMN27549448,,,GCA_023060195.1_ASM2306019v1_genomic,5.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,37.0,8.0,0.0,0.0,4.0,0.0,GCA_023060195.1
Enterobacter hormaechei,blood,2020.0,Brazil,GCA_023060285.1,SAMN27549431,,,GCA_023060285.1_ASM2306028v1_genomic,5.0,1.0,3.0,19.0,0.0,0.0,2.0,1.0,37.0,8.0,0.0,0.0,4.0,0.0,GCA_023060285.1
Enterobacter hormaechei,urine,2020.0,Brazil,GCA_023061085.1,SAMN27549438,,,GCA_023061085.1_ASM2306108v1_genomic,5.0,1.0,3.0,19.0,0.0,0.0,2.0,1.0,37.0,8.0,0.0,0.0,4.0,0.0,GCA_023061085.1
Enterobacter hormaechei,blood,2019.0,Brazil,GCA_023572585.1,SAMN27549410,,,GCA_023572585.1_ASM2357258v1_genomic,5.0,1.0,3.0,18.0,0.0,0.0,2.0,1.0,37.0,8.0,0.0,0.0,4.0,0.0,GCA_023572585.1
Enterobacter hormaechei,Transtracheal aspirate,2014.0,Sao Paulo,GCA_014931695.1,SAMN14828832,SP,Sul,GCA_014931695.1_ASM1493169v1_genomic,5.0,1.0,3.0,23.0,0.0,0.0,2.0,1.0,37.0,8.0,0.0,0.0,4.0,0.0,GCA_014931695.1
Mycobacteroides abscessus,skin,,Rio de Janeiro,GCA_000418575.1,SAMN02205188,RJ,Sudeste,GCA_000418575.1_CRM0020_v1.0_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,GCA_000418575.1
Streptococcus mutans,Oral cavity,,Sao Paolo,GCA_008831325.1,SAMN12440940,SP,Sul,GCA_008831325.1_ASM883132v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_008831325.1
Streptococcus mutans,root canal,2018.0,Brazil,GCA_011765485.1,SAMN14397576,,,GCA_011765485.1_ASM1176548v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_011765485.1
Streptococcus mutans,root canal,2018.0,Brazil,GCA_011765505.1,SAMN14397575,,,GCA_011765505.1_ASM1176550v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_011765505.1
Streptococcus mutans,root canal,2015.0,Brazil,GCA_011765525.1,SAMN14397574,,,GCA_011765525.1_ASM1176552v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_011765525.1
Streptococcus mutans,root canal,2015.0,Brazil,GCA_011765545.1,SAMN14397573,,,GCA_011765545.1_ASM1176554v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_011765545.1
Streptococcus agalactiae,cerebrospinal fluid,1990.0,Rio de Janeiro,GCA_008692275.1,SAMN03981701,RJ,Sudeste,GCA_008692275.1_ASM869227v1_genomic,8.0,0.0,0.0,0.0,1.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_008692275.1
Streptococcus agalactiae,oropharynx,,Rio de Janeiro,GCF_001266635.1,SAMN03108598,RJ,Sudeste,GCF_001266635.1_ASM126663v1_genomic,1.0,0.0,0.0,0.0,1.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCF_001266635.1
Streptococcus agalactiae,nasopharynx,2023.0,Brazil,GCA_041021705.1,SAMN41581986,,,GCA_041021705.1_ASM4102170v1_genomic,8.0,0.0,0.0,0.0,1.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_041021705.1
Streptococcus agalactiae,urine,2019.0,Paraiba,GCA_046529645.1,SAMN35312073,PB,Nordeste,GCA_046529645.1_ASM4652964v1_genomic,11.0,0.0,0.0,0.0,1.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_046529645.1
Streptococcus agalactiae,Anal/vaginal swab,2021.0,Paraiba,GCA_046529655.1,SAMN35326541,PB,Nordeste,GCA_046529655.1_ASM4652965v1_genomic,8.0,0.0,0.0,0.0,1.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_046529655.1
Streptococcus agalactiae,Anal/vaginal swab,2021.0,Paraiba,GCA_046529665.1,SAMN35326212,PB,Nordeste,GCA_046529665.1_ASM4652966v1_genomic,1.0,0.0,0.0,0.0,1.0,13.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_046529665.1
Streptococcus agalactiae,urine,2021.0,Paraiba,GCA_046529675.1,SAMN35326332,PB,Nordeste,GCA_046529675.1_ASM4652967v1_genomic,1.0,0.0,0.0,0.0,1.0,13.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_046529675.1
Streptococcus agalactiae,Anal/vaginal swab,2021.0,Paraiba,GCA_046529685.1,SAMN35326345,PB,Nordeste,GCA_046529685.1_ASM4652968v1_genomic,11.0,0.0,0.0,0.0,1.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_046529685.1
Streptococcus agalactiae,Anal/vaginal swab,2021.0,Paraiba,GCA_046529705.1,SAMN35326562,PB,Nordeste,GCA_046529705.1_ASM4652970v1_genomic,11.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_046529705.1
Streptococcus agalactiae,urine,2021.0,Brazil,GCA_047501565.1,SAMN39484065,,,GCA_047501565.1_ASM4750156v1_genomic,8.0,0.0,0.0,0.0,1.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047501565.1
Streptococcus agalactiae,urine,2021.0,Brazil,GCA_047501585.1,SAMN39484127,,,GCA_047501585.1_ASM4750158v1_genomic,4.0,0.0,0.0,0.0,1.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047501585.1
Streptococcus agalactiae,semen,2022.0,Rio de Janeiro,GCA_047689635.1,SAMN46505688,RJ,Sudeste,GCA_047689635.1_ASM4768963v1_genomic,8.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047689635.1
Streptococcus agalactiae,semen,2022.0,Rio de Janeiro,GCA_047689605.1,SAMN46505686,RJ,Sudeste,GCA_047689605.1_ASM4768960v1_genomic,0.0,0.0,0.0,0.0,1.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047689605.1
Streptococcus agalactiae,semen,2022.0,Rio de Janeiro,GCA_047689695.1,SAMN46505682,RJ,Sudeste,GCA_047689695.1_ASM4768969v1_genomic,11.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047689695.1
Streptococcus agalactiae,semen,2019.0,Rio de Janeiro,GCA_047689745.1,SAMN46505670,RJ,Sudeste,GCA_047689745.1_ASM4768974v1_genomic,4.0,0.0,0.0,0.0,1.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047689745.1
Streptococcus agalactiae,semen,2019.0,Rio de Janeiro,GCA_047689755.1,SAMN46505678,RJ,Sudeste,GCA_047689755.1_ASM4768975v1_genomic,8.0,0.0,0.0,0.0,1.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047689755.1
Streptococcus agalactiae,semen,2022.0,Rio de Janeiro,GCA_047689765.1,SAMN46505675,RJ,Sudeste,GCA_047689765.1_ASM4768976v1_genomic,11.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047689765.1
Streptococcus agalactiae,semen,2019.0,Rio de Janeiro,GCA_047689795.1,SAMN46505677,RJ,Sudeste,GCA_047689795.1_ASM4768979v1_genomic,6.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047689795.1
Streptococcus agalactiae,semen,2022.0,Rio de Janeiro,GCA_047689835.1,SAMN46505680,RJ,Sudeste,GCA_047689835.1_ASM4768983v1_genomic,6.0,0.0,0.0,0.0,1.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047689835.1
Streptococcus agalactiae,semen,2018.0,Rio de Janeiro,GCA_047689885.1,SAMN46505666,RJ,Sudeste,GCA_047689885.1_ASM4768988v1_genomic,6.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047689885.1
Streptococcus agalactiae,semen,2019.0,Rio de Janeiro,GCA_047689855.1,SAMN46505671,RJ,Sudeste,GCA_047689855.1_ASM4768985v1_genomic,11.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047689855.1
Streptococcus agalactiae,semen,2022.0,Rio de Janeiro,GCA_047689875.1,SAMN46505674,RJ,Sudeste,GCA_047689875.1_ASM4768987v1_genomic,4.0,0.0,0.0,0.0,1.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047689875.1
Streptococcus agalactiae,semen,2022.0,Rio de Janeiro,GCA_047689905.1,SAMN46505685,RJ,Sudeste,GCA_047689905.1_ASM4768990v1_genomic,11.0,0.0,0.0,0.0,1.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047689905.1
Streptococcus agalactiae,semen,2019.0,Rio de Janeiro,GCA_047689935.1,SAMN46505673,RJ,Sudeste,GCA_047689935.1_ASM4768993v1_genomic,7.0,0.0,0.0,0.0,1.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047689935.1
Streptococcus agalactiae,semen,2019.0,Rio de Janeiro,GCA_047689955.1,SAMN46505672,RJ,Sudeste,GCA_047689955.1_ASM4768995v1_genomic,11.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047689955.1
Streptococcus agalactiae,semen,2019.0,Rio de Janeiro,GCA_047689965.1,SAMN46505669,RJ,Sudeste,GCA_047689965.1_ASM4768996v1_genomic,11.0,0.0,0.0,0.0,1.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047689965.1
Streptococcus agalactiae,semen,2019.0,Rio de Janeiro,GCA_047689975.1,SAMN46505668,RJ,Sudeste,GCA_047689975.1_ASM4768997v1_genomic,8.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047689975.1
Streptococcus agalactiae,semen,2019.0,Rio de Janeiro,GCA_047690005.1,SAMN46505667,RJ,Sudeste,GCA_047690005.1_ASM4769000v1_genomic,8.0,0.0,0.0,0.0,1.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047690005.1
Streptococcus agalactiae,semen,2022.0,Rio de Janeiro,GCA_047690035.1,SAMN46505687,RJ,Sudeste,GCA_047690035.1_ASM4769003v1_genomic,11.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047690035.1
Streptococcus agalactiae,semen,2022.0,Rio de Janeiro,GCA_047690085.1,SAMN46505684,RJ,Sudeste,GCA_047690085.1_ASM4769008v1_genomic,12.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047690085.1
Streptococcus agalactiae,semen,2022.0,Rio de Janeiro,GCA_047690075.1,SAMN46505676,RJ,Sudeste,GCA_047690075.1_ASM4769007v1_genomic,11.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047690075.1
Streptococcus agalactiae,semen,2022.0,Rio de Janeiro,GCA_047690055.1,SAMN46505681,RJ,Sudeste,GCA_047690055.1_ASM4769005v1_genomic,3.0,0.0,0.0,0.0,1.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047690055.1
Streptococcus agalactiae,semen,2022.0,Rio de Janeiro,GCA_047690095.1,SAMN46505683,RJ,Sudeste,GCA_047690095.1_ASM4769009v1_genomic,12.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047690095.1
Streptococcus agalactiae,semen,2022.0,Rio de Janeiro,GCA_047690125.1,SAMN46505679,RJ,Sudeste,GCA_047690125.1_ASM4769012v1_genomic,11.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047690125.1
Streptococcus agalactiae,semen,2022.0,Rio de Janeiro,GCA_047690155.1,SAMN46505689,RJ,Sudeste,GCA_047690155.1_ASM4769015v1_genomic,11.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_047690155.1
Streptococcus pneumoniae,blood,2017.0,Sao Paulo,GCA_002718275.1,SAMN07811907,SP,Sul,GCA_002718275.1_ASM271827v1_genomic,9.0,0.0,0.0,0.0,4.0,1.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,GCA_002718275.1
Streptococcus pyogenes,throat,2004.0,Brazil,GCA_005222545.1,SAMN10793308,,,GCA_005222545.1_ASM522254v1_genomic,5.0,0.0,0.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_005222545.1
Streptococcus pyogenes,Scarlet fever,2011.0,Brazil,GCA_900983825.1,SAMEA3919089,,,GCA_900983825.1_19944_7_10_genomic,6.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_900983825.1
Streptococcus pyogenes,skin infection,2013.0,Brazil,GCA_900983945.1,SAMEA3919088,,,GCA_900983945.1_19944_7_11_genomic,4.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCA_900983945.1
